clean_url,locale,file,gsc_clicks,gsc_impressions,gsc_position,reason
/about,root,www2/about.html,0,0,0,Type non classe automatiquement
/ar/about-our-experts,ar,www2/ar/about-our-experts.html,0,0,0,Type non classe automatiquement
/ar/about,ar,www2/ar/about.html,0,0,0,Type non classe automatiquement
/ar/argentina-visa-extension,ar,www2/ar/argentina-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/australia-eta,ar,www2/ar/australia-eta.html,0,0,0,Type non classe automatiquement
/ar/australia-visa-extension,ar,www2/ar/australia-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/austria-visa-extension,ar,www2/ar/austria-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/belgium-visa-extension,ar,www2/ar/belgium-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/best-countries-digital-nomads-2026,ar,www2/ar/best-countries-digital-nomads-2026.html,0,0,0,Type non classe automatiquement
/ar/brazil-evisa,ar,www2/ar/brazil-evisa.html,0,0,0,Type non classe automatiquement
/ar/brazil-visa-extension,ar,www2/ar/brazil-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/cambodia-evisa,ar,www2/ar/cambodia-evisa.html,0,0,0,Type non classe automatiquement
/ar/cambodia-visa-extension,ar,www2/ar/cambodia-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/canada-visa-extension,ar,www2/ar/canada-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/cheapest-countries-to-retire-abroad-2026,ar,www2/ar/cheapest-countries-to-retire-abroad-2026.html,0,0,0,Type non classe automatiquement
/ar/china-evisa,ar,www2/ar/china-evisa.html,0,0,0,Type non classe automatiquement
/ar/china-visa-extension,ar,www2/ar/china-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/colombia-visa-extension,ar,www2/ar/colombia-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/costa-rica-visa-extension,ar,www2/ar/costa-rica-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/croatia-visa-extension,ar,www2/ar/croatia-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/czech-republic-visa-extension,ar,www2/ar/czech-republic-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/denmark-visa-extension,ar,www2/ar/denmark-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/destination,ar,www2/ar/destination.html,0,0,0,Type non classe automatiquement
/ar/digital-nomad-visas-guide,ar,www2/ar/digital-nomad-visas-guide.html,0,0,0,Type non classe automatiquement
/ar/disclaimer,ar,www2/ar/disclaimer.html,0,0,0,Type non classe automatiquement
/ar/editorial-policy,ar,www2/ar/editorial-policy.html,0,0,0,Type non classe automatiquement
/ar/expat-guides,ar,www2/ar/expat-guides.html,0,0,0,Type non classe automatiquement
/ar/france-visa-extension,ar,www2/ar/france-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/germany-visa-extension,ar,www2/ar/germany-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/greece-visa-extension,ar,www2/ar/greece-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/hong-kong-visa-extension,ar,www2/ar/hong-kong-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/how-to-apply-evisa,ar,www2/ar/how-to-apply-evisa.html,0,0,0,Type non classe automatiquement
/ar/hungary-visa-extension,ar,www2/ar/hungary-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/index,ar,www2/ar/index.html,0,0,0,Type non classe automatiquement
/ar/india-evisa,ar,www2/ar/india-evisa.html,0,0,0,Type non classe automatiquement
/ar/india-visa-extension,ar,www2/ar/india-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/indonesia-evoa,ar,www2/ar/indonesia-evoa.html,0,0,0,Type non classe automatiquement
/ar/indonesia-visa-extension,ar,www2/ar/indonesia-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/ireland-visa-extension,ar,www2/ar/ireland-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/italy-visa-extension,ar,www2/ar/italy-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/japan-visa-extension,ar,www2/ar/japan-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/maldives-visa-extension,ar,www2/ar/maldives-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/mexico-fmm-tourist-card,ar,www2/ar/mexico-fmm-tourist-card.html,0,0,0,Type non classe automatiquement
/ar/mexico-visa-extension,ar,www2/ar/mexico-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/nepal-evisa,ar,www2/ar/nepal-evisa.html,0,0,0,Type non classe automatiquement
/ar/nepal-visa-extension,ar,www2/ar/nepal-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/netherlands-visa-extension,ar,www2/ar/netherlands-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/new-zealand-visa-extension,ar,www2/ar/new-zealand-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/norway-visa-extension,ar,www2/ar/norway-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/our-methodology,ar,www2/ar/our-methodology.html,0,0,0,Type non classe automatiquement
/ar/philippines-visa-extension,ar,www2/ar/philippines-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/portugal-visa-extension,ar,www2/ar/portugal-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/qatar-hayya-visa,ar,www2/ar/qatar-hayya-visa.html,0,0,0,Type non classe automatiquement
/ar/retirement-visa-guide,ar,www2/ar/retirement-visa-guide.html,0,0,0,Type non classe automatiquement
/ar/romania-visa-extension,ar,www2/ar/romania-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/schengen-visa-guide-2026,ar,www2/ar/schengen-visa-guide-2026.html,0,0,0,Type non classe automatiquement
/ar/singapore-visa-extension,ar,www2/ar/singapore-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/spain-visa-extension,ar,www2/ar/spain-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/sri-lanka-eta,ar,www2/ar/sri-lanka-eta.html,0,0,0,Type non classe automatiquement
/ar/sweden-visa-extension,ar,www2/ar/sweden-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/switzerland-visa-extension,ar,www2/ar/switzerland-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/taiwan-evisa,ar,www2/ar/taiwan-evisa.html,0,0,0,Type non classe automatiquement
/ar/taiwan-visa-extension,ar,www2/ar/taiwan-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/thailand-evisa,ar,www2/ar/thailand-evisa.html,0,0,0,Type non classe automatiquement
/ar/thailand-visa-extension,ar,www2/ar/thailand-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/travel-insurance-for-visa-applications,ar,www2/ar/travel-insurance-for-visa-applications.html,0,0,0,Type non classe automatiquement
/ar/turkey-evisa,ar,www2/ar/turkey-evisa.html,0,0,0,Type non classe automatiquement
/ar/turkey-visa-extension,ar,www2/ar/turkey-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/uae-visa-extension,ar,www2/ar/uae-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/united-kingdom-visa-extension,ar,www2/ar/united-kingdom-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/usa-visa-extension,ar,www2/ar/usa-visa-extension.html,0,0,0,Type non classe automatiquement
/ar/vietnam-evisa,ar,www2/ar/vietnam-evisa.html,0,0,0,Type non classe automatiquement
/ar/vietnam-visa-extension,ar,www2/ar/vietnam-visa-extension.html,0,0,0,Type non classe automatiquement
/blog,root,www2/blog.html,0,0,0,Type non classe automatiquement
/contact,root,www2/contact.html,0,0,0,Type non classe automatiquement
/destination,root,www2/destination.html,0,0,0,Type non classe automatiquement
/en/about-our-experts,en,www2/en/about-our-experts.html,0,0,0,Type non classe automatiquement
/en/australia-eta,en,www2/en/australia-eta.html,0,0,0,Type non classe automatiquement
/en/belgium-visa-extension,en,www2/en/belgium-visa-extension.html,0,0,0,Type non classe automatiquement
/en/best-countries-digital-nomads-2026,en,www2/en/best-countries-digital-nomads-2026.html,0,0,0,Type non classe automatiquement
/en/brazil-evisa,en,www2/en/brazil-evisa.html,0,0,0,Type non classe automatiquement
/en/canada-visa-extension,en,www2/en/canada-visa-extension.html,0,0,0,Type non classe automatiquement
/en/cheapest-countries-to-retire-abroad-2026,en,www2/en/cheapest-countries-to-retire-abroad-2026.html,0,0,0,Type non classe automatiquement
/en/china-evisa,en,www2/en/china-evisa.html,0,0,0,Type non classe automatiquement
/en/china-visa-extension,en,www2/en/china-visa-extension.html,0,0,0,Type non classe automatiquement
/en/colombia-visa-extension,en,www2/en/colombia-visa-extension.html,0,0,0,Type non classe automatiquement
/en/czech-republic-visa-extension,en,www2/en/czech-republic-visa-extension.html,0,0,0,Type non classe automatiquement
/en/denmark-visa-extension,en,www2/en/denmark-visa-extension.html,0,0,0,Type non classe automatiquement
/en/digital-nomad-visas-guide,en,www2/en/digital-nomad-visas-guide.html,0,0,0,Type non classe automatiquement
/en/disclaimer,en,www2/en/disclaimer.html,0,0,0,Type non classe automatiquement
/en/editorial-policy,en,www2/en/editorial-policy.html,0,0,0,Type non classe automatiquement
/en/expat-guides,en,www2/en/expat-guides.html,0,0,0,Type non classe automatiquement
/en/germany-visa-extension,en,www2/en/germany-visa-extension.html,0,0,0,Type non classe automatiquement
/en/greece-visa-extension,en,www2/en/greece-visa-extension.html,0,0,0,Type non classe automatiquement
/en/how-to-apply-evisa,en,www2/en/how-to-apply-evisa.html,0,0,0,Type non classe automatiquement
/en/hungary-visa-extension,en,www2/en/hungary-visa-extension.html,0,0,0,Type non classe automatiquement
/en/india-evisa,en,www2/en/india-evisa.html,0,0,0,Type non classe automatiquement
/en/indonesia-evoa,en,www2/en/indonesia-evoa.html,0,0,0,Type non classe automatiquement
/en/indonesia-visa-extension,en,www2/en/indonesia-visa-extension.html,0,0,0,Type non classe automatiquement
/en/mexico-fmm-tourist-card,en,www2/en/mexico-fmm-tourist-card.html,0,0,0,Type non classe automatiquement
/en/netherlands-visa-extension,en,www2/en/netherlands-visa-extension.html,0,0,0,Type non classe automatiquement
/en/our-methodology,en,www2/en/our-methodology.html,0,0,0,Type non classe automatiquement
/en/poland-visa-extension,en,www2/en/poland-visa-extension.html,0,0,0,Type non classe automatiquement
/en/qatar-hayya-visa,en,www2/en/qatar-hayya-visa.html,0,0,0,Type non classe automatiquement
/en/romania-visa-extension,en,www2/en/romania-visa-extension.html,0,0,0,Type non classe automatiquement
/en/schengen-visa-guide-2026,en,www2/en/schengen-visa-guide-2026.html,0,0,0,Type non classe automatiquement
/en/spain-visa-extension,en,www2/en/spain-visa-extension.html,0,0,0,Type non classe automatiquement
/en/sri-lanka-eta,en,www2/en/sri-lanka-eta.html,0,0,0,Type non classe automatiquement
/en/sweden-visa-extension,en,www2/en/sweden-visa-extension.html,0,0,0,Type non classe automatiquement
/en/taiwan-evisa,en,www2/en/taiwan-evisa.html,0,0,0,Type non classe automatiquement
/en/thailand-evisa,en,www2/en/thailand-evisa.html,0,0,0,Type non classe automatiquement
/en/thailand-visa-extension,en,www2/en/thailand-visa-extension.html,0,0,0,Type non classe automatiquement
/en/travel-insurance-for-visa-applications,en,www2/en/travel-insurance-for-visa-applications.html,0,0,0,Type non classe automatiquement
/en/turkey-evisa,en,www2/en/turkey-evisa.html,0,0,0,Type non classe automatiquement
/en/uae-visa-extension,en,www2/en/uae-visa-extension.html,0,0,0,Type non classe automatiquement
/en/united-kingdom-visa-extension,en,www2/en/united-kingdom-visa-extension.html,0,0,0,Type non classe automatiquement
/en/usa-visa-extension,en,www2/en/usa-visa-extension.html,0,0,0,Type non classe automatiquement
/en/vietnam-evisa,en,www2/en/vietnam-evisa.html,0,0,0,Type non classe automatiquement
/en/vietnam-visa-extension,en,www2/en/vietnam-visa-extension.html,0,0,0,Type non classe automatiquement
/es/about-our-experts,es,www2/es/about-our-experts.html,0,0,0,Type non classe automatiquement
/es/about,es,www2/es/about.html,0,0,0,Type non classe automatiquement
/es/argentina-visa-extension,es,www2/es/argentina-visa-extension.html,0,0,0,Type non classe automatiquement
/es/australia-eta,es,www2/es/australia-eta.html,0,0,0,Type non classe automatiquement
/es/australia-visa-extension,es,www2/es/australia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/austria-visa-extension,es,www2/es/austria-visa-extension.html,0,0,0,Type non classe automatiquement
/es/belgium-visa-extension,es,www2/es/belgium-visa-extension.html,0,0,0,Type non classe automatiquement
/es/best-countries-digital-nomads-2026,es,www2/es/best-countries-digital-nomads-2026.html,0,0,0,Type non classe automatiquement
/es/brazil-evisa,es,www2/es/brazil-evisa.html,0,0,0,Type non classe automatiquement
/es/brazil-visa-extension,es,www2/es/brazil-visa-extension.html,0,0,0,Type non classe automatiquement
/es/cambodia-evisa,es,www2/es/cambodia-evisa.html,0,0,0,Type non classe automatiquement
/es/cambodia-visa-extension,es,www2/es/cambodia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/canada-visa-extension,es,www2/es/canada-visa-extension.html,0,0,0,Type non classe automatiquement
/es/cheapest-countries-to-retire-abroad-2026,es,www2/es/cheapest-countries-to-retire-abroad-2026.html,0,0,0,Type non classe automatiquement
/es/china-evisa,es,www2/es/china-evisa.html,0,0,0,Type non classe automatiquement
/es/china-visa-extension,es,www2/es/china-visa-extension.html,0,0,0,Type non classe automatiquement
/es/colombia-visa-extension,es,www2/es/colombia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/croatia-visa-extension,es,www2/es/croatia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/czech-republic-visa-extension,es,www2/es/czech-republic-visa-extension.html,0,0,0,Type non classe automatiquement
/es/denmark-visa-extension,es,www2/es/denmark-visa-extension.html,0,0,0,Type non classe automatiquement
/es/destination,es,www2/es/destination.html,0,0,0,Type non classe automatiquement
/es/digital-nomad-visas-guide,es,www2/es/digital-nomad-visas-guide.html,0,0,0,Type non classe automatiquement
/es/disclaimer,es,www2/es/disclaimer.html,0,0,0,Type non classe automatiquement
/es/editorial-policy,es,www2/es/editorial-policy.html,0,0,0,Type non classe automatiquement
/es/expat-guides,es,www2/es/expat-guides.html,0,0,0,Type non classe automatiquement
/es/france-visa-extension,es,www2/es/france-visa-extension.html,0,0,0,Type non classe automatiquement
/es/germany-visa-extension,es,www2/es/germany-visa-extension.html,0,0,0,Type non classe automatiquement
/es/greece-visa-extension,es,www2/es/greece-visa-extension.html,0,0,0,Type non classe automatiquement
/es/hong-kong-visa-extension,es,www2/es/hong-kong-visa-extension.html,0,0,0,Type non classe automatiquement
/es/how-to-apply-evisa,es,www2/es/how-to-apply-evisa.html,0,0,0,Type non classe automatiquement
/es/hungary-visa-extension,es,www2/es/hungary-visa-extension.html,0,0,0,Type non classe automatiquement
/es/index,es,www2/es/index.html,0,0,0,Type non classe automatiquement
/es/india-evisa,es,www2/es/india-evisa.html,0,0,0,Type non classe automatiquement
/es/india-visa-extension,es,www2/es/india-visa-extension.html,0,0,0,Type non classe automatiquement
/es/indonesia-evoa,es,www2/es/indonesia-evoa.html,0,0,0,Type non classe automatiquement
/es/indonesia-visa-extension,es,www2/es/indonesia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/ireland-visa-extension,es,www2/es/ireland-visa-extension.html,0,0,0,Type non classe automatiquement
/es/italy-visa-extension,es,www2/es/italy-visa-extension.html,0,0,0,Type non classe automatiquement
/es/japan-visa-extension,es,www2/es/japan-visa-extension.html,0,0,0,Type non classe automatiquement
/es/jordan-visa-extension,es,www2/es/jordan-visa-extension.html,0,0,0,Type non classe automatiquement
/es/malaysia-visa-extension,es,www2/es/malaysia-visa-extension.html,0,0,0,Type non classe automatiquement
/es/maldives-visa-extension,es,www2/es/maldives-visa-extension.html,0,0,0,Type non classe automatiquement
/es/mexico-fmm-tourist-card,es,www2/es/mexico-fmm-tourist-card.html,0,0,0,Type non classe automatiquement
/es/nepal-evisa,es,www2/es/nepal-evisa.html,0,0,0,Type non classe automatiquement
/es/nepal-visa-extension,es,www2/es/nepal-visa-extension.html,0,0,0,Type non classe automatiquement
/es/netherlands-visa-extension,es,www2/es/netherlands-visa-extension.html,0,0,0,Type non classe automatiquement
/es/new-zealand-visa-extension,es,www2/es/new-zealand-visa-extension.html,0,0,0,Type non classe automatiquement
/es/norway-visa-extension,es,www2/es/norway-visa-extension.html,0,0,0,Type non classe automatiquement
/es/our-methodology,es,www2/es/our-methodology.html,0,0,0,Type non classe automatiquement
/es/philippines-visa-extension,es,www2/es/philippines-visa-extension.html,0,0,0,Type non classe automatiquement
/es/poland-visa-extension,es,www2/es/poland-visa-extension.html,0,0,0,Type non classe automatiquement
/es/portugal-visa-extension,es,www2/es/portugal-visa-extension.html,0,0,0,Type non classe automatiquement
/es/qatar-hayya-visa,es,www2/es/qatar-hayya-visa.html,0,0,0,Type non classe automatiquement
/es/qatar-visa-extension,es,www2/es/qatar-visa-extension.html,0,0,0,Type non classe automatiquement
/es/retirement-visa-guide,es,www2/es/retirement-visa-guide.html,0,0,0,Type non classe automatiquement
/es/romania-visa-extension,es,www2/es/romania-visa-extension.html,0,0,0,Type non classe automatiquement
/es/schengen-visa-guide-2026,es,www2/es/schengen-visa-guide-2026.html,0,0,0,Type non classe automatiquement
/es/singapore-visa-extension,es,www2/es/singapore-visa-extension.html,0,0,0,Type non classe automatiquement
/es/spain-visa-extension,es,www2/es/spain-visa-extension.html,0,0,0,Type non classe automatiquement
/es/sri-lanka-eta,es,www2/es/sri-lanka-eta.html,0,0,0,Type non classe automatiquement
/es/sri-lanka-visa-extension,es,www2/es/sri-lanka-visa-extension.html,0,0,0,Type non classe automatiquement
/es/sweden-visa-extension,es,www2/es/sweden-visa-extension.html,0,0,0,Type non classe automatiquement
/es/switzerland-visa-extension,es,www2/es/switzerland-visa-extension.html,0,0,0,Type non classe automatiquement
/es/taiwan-evisa,es,www2/es/taiwan-evisa.html,0,0,0,Type non classe automatiquement
/es/thailand-evisa,es,www2/es/thailand-evisa.html,0,0,0,Type non classe automatiquement
/es/thailand-visa-extension,es,www2/es/thailand-visa-extension.html,0,0,0,Type non classe automatiquement
/es/travel-insurance-for-visa-applications,es,www2/es/travel-insurance-for-visa-applications.html,0,0,0,Type non classe automatiquement
/es/turkey-evisa,es,www2/es/turkey-evisa.html,0,0,0,Type non classe automatiquement
/es/turkey-visa-extension,es,www2/es/turkey-visa-extension.html,0,0,0,Type non classe automatiquement
/es/uae-visa-extension,es,www2/es/uae-visa-extension.html,0,0,0,Type non classe automatiquement
/es/united-kingdom-visa-extension,es,www2/es/united-kingdom-visa-extension.html,0,0,0,Type non classe automatiquement
/es/usa-visa-extension,es,www2/es/usa-visa-extension.html,0,0,0,Type non classe automatiquement
/es/vietnam-evisa,es,www2/es/vietnam-evisa.html,0,0,0,Type non classe automatiquement
/es/vietnam-visa-extension,es,www2/es/vietnam-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/about-our-experts,fr,www2/fr/about-our-experts.html,0,0,0,Type non classe automatiquement
/fr/about,fr,www2/fr/about.html,0,0,0,Type non classe automatiquement
/fr/argentina-visa-extension,fr,www2/fr/argentina-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/australia-eta,fr,www2/fr/australia-eta.html,0,0,0,Type non classe automatiquement
/fr/australia-visa-extension,fr,www2/fr/australia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/austria-visa-extension,fr,www2/fr/austria-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/belgium-visa-extension,fr,www2/fr/belgium-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/best-countries-digital-nomads-2026,fr,www2/fr/best-countries-digital-nomads-2026.html,0,0,0,Type non classe automatiquement
/fr/brazil-evisa,fr,www2/fr/brazil-evisa.html,0,0,0,Type non classe automatiquement
/fr/brazil-visa-extension,fr,www2/fr/brazil-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/cambodia-evisa,fr,www2/fr/cambodia-evisa.html,0,0,0,Type non classe automatiquement
/fr/cambodia-visa-extension,fr,www2/fr/cambodia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/canada-visa-extension,fr,www2/fr/canada-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/cheapest-countries-to-retire-abroad-2026,fr,www2/fr/cheapest-countries-to-retire-abroad-2026.html,0,0,0,Type non classe automatiquement
/fr/china-evisa,fr,www2/fr/china-evisa.html,0,0,0,Type non classe automatiquement
